Filename,Positive Score,Negative Score,Polarity Score,Subjectivity Score,Average Sentence Length,Percentage of Complex Words,Fog Index,Average Number of Words Per Sentence,Complex Word Count,Word Count,Syllable Count Per Word,Personal Pronouns Count,Average Word Length
blackassign0012.txt,89,-24,1.7384615117159767,0.05834829438209309,12.659090909090908,0.8752244165170556,5.413726130243186,12.659090909090908,975,1114,2672,0,15.236983842010773
blackassign0013.txt,47,-14,1.848484792470158,0.0696202530176788,16.928571428571427,0.8966244725738397,7.130078360458107,16.928571428571427,425,474,1172,0,15.89240506329114
blackassign0014.txt,27,-28,-55.000055000055,-0.0012674271213340593,10.958333333333334,0.8377693282636248,4.7184410646387835,10.958333333333334,661,789,1760,0,20.697084917617236
blackassign0015.txt,43,-27,4.374999726562517,0.01785714283721301,14.0,0.8660714285714286,5.946428571428572,14.0,776,896,2047,0,31.784598214285715
blackassign0016.txt,43,-27,4.374999726562517,0.01785714283721301,14.0,0.8660714285714286,5.946428571428572,14.0,776,896,2047,0,31.784598214285715
blackassign0017.txt,52,-12,1.599999960000001,0.050314465345516396,11.865671641791044,0.8616352201257862,5.090922744766733,11.865671641791044,685,795,1843,0,27.238993710691823
blackassign0018.txt,40,-11,1.7586206290130817,0.03606965169643078,16.08,0.8669154228855721,6.7787661691542285,16.08,697,804,1855,0,38.56467661691542
blackassign0019.txt,0,0,0.0,0.0,5.0,0.7,2.2800000000000002,5.0,7,10,22,0,6.4
blackassign0020.txt,16,-1,1.1333332577777828,0.03667481653624739,14.10344827586207,0.882640586797066,5.994435545063655,14.10344827586207,361,409,926,0,63.992665036674815
blackassign0021.txt,28,-48,-3.8000001900000098,-0.02656042493152666,13.944444444444445,0.8831341301460823,5.931031429836211,13.944444444444445,665,753,1779,0,29.91766268260292
blackassign0022.txt,20,-11,3.4444440617284378,0.023872678981770083,11.78125,0.8381962864721485,5.04777851458886,11.78125,316,377,872,0,20.05570291777188
blackassign0023.txt,36,-15,2.4285713129251754,0.02542372878277999,12.147058823529411,0.851089588377724,5.199259364762854,12.147058823529411,703,826,1825,0,21.207021791767556
blackassign0024.txt,29,-4,1.3199999472000021,0.052742615922483936,19.75,0.8628691983122363,8.245147679324894,19.75,409,474,1094,0,23.90928270042194
blackassign0025.txt,0,0,0.0,0.0,11.0,0.8181818181818182,4.7272727272727275,11.0,9,11,23,0,6.0
blackassign0026.txt,0,0,0.0,0.0,6.0,0.75,2.7,6.0,9,12,24,0,5.5
blackassign0027.txt,31,-27,14.499996375000906,0.004895960826320734,14.333333333333334,0.8212974296205631,6.061852305181559,14.333333333333334,671,817,1668,0,30.871481028151774
blackassign0028.txt,41,-25,4.124999742187516,0.019999999975000002,17.391304347826086,0.8725,7.305521739130434,17.391304347826086,698,800,1776,0,60.29125
blackassign0029.txt,73,-33,2.649999933750002,0.031948881763619104,15.45679012345679,0.8825878594249201,6.535751193152684,15.45679012345679,1105,1252,2970,0,23.24361022364217
blackassign0030.txt,67,-39,3.7857141505102088,0.032786885207509504,10.047058823529412,0.8337236533957846,4.352312990770079,10.047058823529412,712,854,1833,0,37.2728337236534
blackassign0031.txt,73,-38,3.1714284808163296,0.031305903370924947,12.561797752808989,0.8604651162790697,5.368905147635224,12.561797752808989,962,1118,2638,0,23.20304114490161
blackassign0032.txt,68,-28,2.3999999400000016,0.043907793585172564,9.391752577319588,0.8342480790340285,4.090400262541446,9.391752577319588,760,911,1962,0,27.507135016465423
blackassign0033.txt,66,-25,2.2195121409875087,0.03758020161541686,12.540229885057471,0.8386801099908341,5.351563998019323,12.540229885057471,915,1091,2350,0,40.87809349220898
blackassign0034.txt,51,-24,2.777777674897123,0.03329223177152622,13.080645161290322,0.8471023427866831,5.571099001630802,13.080645161290322,687,811,1766,0,49.104808877928484
blackassign0035.txt,31,-12,2.263157775623275,0.03321678315871192,11.44,0.8251748251748252,4.90606993006993,11.44,472,572,1267,0,18.762237762237763
blackassign0037.txt,41,-14,2.0370369615912236,0.05009276428554218,13.146341463414634,0.8478664192949907,5.5976831530838504,13.146341463414634,457,539,1123,0,40.265306122448976
blackassign0038.txt,72,-34,2.7894736108033262,0.030110934999912093,14.847058823529412,0.8621236133122029,6.283672974736646,14.847058823529412,1088,1262,2778,0,42.77179080824089
blackassign0039.txt,52,-55,-35.66667855555952,-0.0023094688203930186,12.99,0.8290993071593533,5.527639722863742,12.99,1077,1299,2732,0,68.0323325635104
blackassign0040.txt,42,-23,3.421052451523555,0.022946859875668045,13.35483870967742,0.8743961352657005,5.691693937977249,13.35483870967742,724,828,1955,0,24.1243961352657
blackassign0041.txt,38,-30,8.499998937500134,0.009101251411716438,10.10344827586207,0.8293515358361775,4.373119924679299,10.10344827586207,729,879,1854,0,40.91012514220705
blackassign0042.txt,64,-25,2.2820512235371484,0.04309392260431611,13.308823529411764,0.8729281767955801,5.6727006824829385,13.308823529411764,790,905,2074,0,35.896132596685085
blackassign0043.txt,68,-21,1.8936169809868728,0.04718875497270205,11.857142857142858,0.8373493975903614,5.077796901893288,11.857142857142858,834,996,2192,0,36.07329317269076
blackassign0044.txt,33,-1,1.0624999667968762,0.06986899548063538,17.615384615384617,0.8624454148471615,7.3911320120927115,17.615384615384617,395,458,1087,0,18.013100436681224
blackassign0045.txt,84,-40,2.818181754132233,0.04782608690453686,70.76923076923077,0.9130434782608695,28.672909698996662,70.76923076923077,840,920,2056,0,41.096739130434784
blackassign0046.txt,26,-1,1.0799999568000016,0.042517006730413254,12.0,0.8401360544217688,5.1360544217687085,12.0,494,588,1292,0,23.693877551020407
blackassign0047.txt,23,-6,1.7058822525951616,0.028716216167709096,13.454545454545455,0.8344594594594594,5.715601965601966,13.454545454545455,494,592,1400,0,20.49493243243243
blackassign0048.txt,9,-4,2.599999480000104,0.019531249923706057,23.272727272727273,0.87890625,9.66065340909091,23.272727272727273,225,256,622,0,26.7578125
blackassign0050.txt,32,-70,-2.6842105969529104,-0.042316258304770316,15.220338983050848,0.8808463251670379,6.440474123287155,15.220338983050848,791,898,1983,0,23.534521158129177
blackassign0051.txt,25,-16,4.555555049382773,0.017045454513171486,16.0,0.8598484848484849,6.743939393939394,16.0,454,528,1188,0,14.206439393939394
blackassign0052.txt,64,-39,4.119999835200006,0.023430178047394393,9.442477876106194,0.8434864104967198,4.114385714641165,9.442477876106194,900,1067,2334,0,40.75538894095595
blackassign0053.txt,50,-4,1.1739130179584127,0.08598130825050222,11.382978723404255,0.8429906542056075,4.890387751043946,11.382978723404255,451,535,1213,0,21.70467289719626
blackassign0054.txt,14,-1,1.1538460650887643,0.03457446799315301,18.8,0.8936170212765957,7.87744680851064,18.8,336,376,816,0,33.53989361702128
blackassign0055.txt,29,-9,1.8999999050000047,0.03367003361335011,15.23076923076923,0.8703703703703703,6.44045584045584,15.23076923076923,517,594,1267,0,35.323232323232325
blackassign0056.txt,21,-9,2.499999791666684,0.026490066166688597,19.695652173913043,0.8520971302428256,8.219099721662348,19.695652173913043,386,453,1039,0,26.79690949227373
blackassign0057.txt,23,-10,2.5384613431952814,0.03672316373807016,11.419354838709678,0.8333333333333334,4.9010752688172055,11.419354838709678,295,354,826,0,23.923728813559322
blackassign0058.txt,13,-1,1.1666665694444527,0.04615384597633136,18.571428571428573,0.8730769230769231,7.777802197802199,18.571428571428573,227,260,627,0,26.48846153846154
blackassign0059.txt,29,-38,-7.44444527160503,-0.015280135797487037,9.983050847457626,0.8268251273344652,4.3239503899168374,9.983050847457626,487,589,1207,0,52.69949066213922
blackassign0060.txt,14,-3,1.5454544049586905,0.04214559370825443,18.642857142857142,0.8505747126436781,7.797372742200328,18.642857142857142,222,261,595,0,22.095785440613028
blackassign0061.txt,42,-11,1.709677364203956,0.054101221546071165,15.486486486486486,0.8708551483420593,6.542936653931419,15.486486486486486,499,573,1345,0,24.677137870855148
blackassign0062.txt,10,-8,8.99999550000225,0.008298755152287323,21.90909090909091,0.8672199170124482,9.110524330441343,21.90909090909091,209,241,548,0,27.738589211618258
blackassign0063.txt,16,-26,-4.200000420000042,-0.029761904673327663,12.923076923076923,0.8392857142857143,5.504945054945055,12.923076923076923,282,336,753,0,21.5625
blackassign0064.txt,35,-50,-5.66666704444447,-0.013574660621199401,14.166666666666666,0.8660633484162896,6.013092006033183,14.166666666666666,957,1105,2565,0,32.662443438914025
blackassign0065.txt,51,-24,2.777777674897123,0.02800829872613247,13.205479452054794,0.8724066390041494,5.631154436423578,13.205479452054794,841,964,2034,0,25.282157676348547
blackassign0066.txt,38,-25,4.84615347337281,0.01402373245520633,10.779069767441861,0.8317152103559871,4.64431399111914,10.779069767441861,771,927,1939,0,39.05177993527508
blackassign0067.txt,32,-8,1.666666597222225,0.04347826079080025,8.363636363636363,0.8097826086956522,3.6693675889328063,8.363636363636363,447,552,1211,0,33.82427536231884
blackassign0068.txt,47,-8,1.4102563740959906,0.048628428867046845,11.457142857142857,0.8092269326683291,4.906547915924475,11.457142857142857,649,802,1630,0,44.1284289276808
blackassign0069.txt,36,-7,1.4827585695600494,0.07671957651661487,18.9,0.8412698412698413,7.896507936507937,18.9,318,378,834,0,46.82804232804233
blackassign0070.txt,47,-17,2.1333332622222243,0.02997002994008988,13.171052631578947,0.8731268731268731,5.617671801882328,13.171052631578947,874,1001,2299,0,48.481518481518485
blackassign0071.txt,31,-72,-2.512195183224273,-0.06056129976283412,8.156626506024097,0.8153618906942393,3.5887953586873347,8.156626506024097,552,677,1396,0,54.1890694239291
blackassign0072.txt,71,-24,2.021276552738797,0.06192358358112835,9.035714285714286,0.8221343873517787,3.9431394692264266,9.035714285714286,624,759,1491,0,36.68115942028985
blackassign0073.txt,28,-33,-12.200002440000489,-0.006877579082699341,15.46808510638298,0.8390646492434664,6.522859902250578,15.46808510638298,610,727,1453,0,29.729023383768915
blackassign0074.txt,30,-22,6.499999187500102,0.009913258971606866,12.227272727272727,0.8091697645600991,5.214576996733131,12.227272727272727,653,807,1820,0,21.44733581164808
blackassign0075.txt,30,-76,-2.3043478761814753,-0.06695778738434092,8.5875,0.8209606986899564,3.763384279475983,8.5875,564,687,1427,0,53.54439592430859
blackassign0076.txt,0,-1,-1.000001000001,-0.11111109876543349,9.0,0.7777777777777778,3.9111111111111114,9.0,7,9,21,0,6.444444444444445
blackassign0077.txt,17,-7,2.399999760000024,0.03144654078161465,22.714285714285715,0.8679245283018868,9.432884097035041,22.714285714285715,276,318,722,0,19.37735849056604
blackassign0078.txt,34,-19,3.5333330977777937,0.026408450657731602,20.285714285714285,0.875,8.464285714285714,20.285714285714285,497,568,1306,0,17.41725352112676
blackassign0079.txt,0,0,0.0,0.0,12.0,0.75,5.1000000000000005,12.0,9,12,25,0,6.166666666666667
blackassign0080.txt,40,-179,-1.5755395796801408,-0.06054006966004353,11.537688442211055,0.7504355400696864,4.915249592912296,11.537688442211055,1723,2296,4149,0,41.27787456445993
blackassign0081.txt,41,-43,-42.0000210000105,-0.0019011406826034782,12.091954022988507,0.8326996197718631,5.169861457104148,12.091954022988507,876,1052,2284,0,23.75380228136882
blackassign0082.txt,38,-61,-4.304348013232523,-0.021316033344470773,17.126984126984127,0.8517145505097312,7.1914794709975425,17.126984126984127,919,1079,2431,0,14.95366079703429
blackassign0083.txt,12,-2,1.399999860000014,0.04310344809007134,23.2,0.8706896551724138,9.628275862068966,23.2,202,232,530,0,32.9698275862069
blackassign0084.txt,35,-5,1.3333332888888902,0.04754358154113537,14.674418604651162,0.838351822503962,6.20510817086205,14.674418604651162,529,631,1274,0,62.64342313787639
blackassign0085.txt,45,-32,5.923076467455656,0.013292433524240865,7.887096774193548,0.8323108384458078,3.487763045055743,7.887096774193548,814,978,2202,0,20.004089979550102
blackassign0086.txt,57,-16,1.7804877614515182,0.03838951307266899,11.125,0.846441947565543,4.788576779026218,11.125,904,1068,2253,0,58.72565543071161
blackassign0087.txt,38,-34,17.999995500001123,0.00561797752019947,14.24,0.8595505617977528,6.039820224719101,14.24,612,712,1544,0,23.547752808988765
blackassign0088.txt,0,0,0.0,0.0,9.0,0.7777777777777778,3.9111111111111114,9.0,7,9,21,0,6.222222222222222
blackassign0089.txt,22,-42,-3.200000160000008,-0.02980625927003538,12.660377358490566,0.8628912071535022,5.4093074262576275,12.660377358490566,579,671,1502,0,30.833084947839048
blackassign0090.txt,42,-49,-13.000001857143122,-0.009138381189114385,9.948051948051948,0.8381201044386423,4.314468820996236,9.948051948051948,642,766,1635,0,19.5
blackassign0091.txt,30,-28,28.99998550000725,0.0029112081471452575,16.75609756097561,0.8704512372634643,7.05061951929563,16.75609756097561,598,687,1566,0,19.909752547307132
blackassign0092.txt,30,-42,-6.000000500000041,-0.013407821214069474,14.435483870967742,0.8301675977653631,6.106260587493242,14.435483870967742,743,895,1899,0,40.34413407821229
blackassign0093.txt,12,-4,1.9999997500000315,0.03174603162005543,19.384615384615383,0.8571428571428571,8.096703296703296,19.384615384615383,216,252,560,0,30.72222222222222
blackassign0094.txt,37,-47,-8.400000840000084,-0.012836970458489127,11.626865671641792,0.8446726572528883,4.988615331557872,11.626865671641792,658,779,1629,0,32.282413350449296
blackassign0095.txt,15,-25,-4.000000400000039,-0.01845018446780409,13.897435897435898,0.8394833948339483,5.894767716907939,13.897435897435898,455,542,1158,0,34.40221402214022
blackassign0096.txt,35,-55,-4.5000002250000115,-0.02518891684485023,14.981132075471699,0.8639798488664987,6.33804476973528,14.981132075471699,686,794,1810,0,18.16876574307305
blackassign0097.txt,31,-36,-13.400002680000537,-0.00763358777460521,15.595238095238095,0.8381679389312977,6.573362413667758,15.595238095238095,549,655,1351,0,29.45648854961832
blackassign0098.txt,10,-1,1.2222220864197684,0.03571428557256236,31.5,0.8968253968253969,12.95873015873016,31.5,226,252,589,0,23.023809523809526
blackassign0099.txt,20,-4,1.4999999062500058,0.03539823001018091,12.914285714285715,0.827433628318584,5.49668773704172,12.914285714285715,374,452,945,0,26.373893805309734
blackassign0100.txt,38,-56,-5.222222512345695,-0.026905829556194576,19.676470588235293,0.8789237668161435,8.222157742020576,19.676470588235293,588,669,1497,0,44.73542600896861
